ID,productName,price,processeur,freqProcesseur,mememoire,ecran,disqueDur,carteGraphique,desciption,linkToDetails,imgPath
167,PC Portable DELL Latitude 7480 i5 6è Gén 8Go 256Go (7480-CTO),"2 929,000 DT",Intel Core i5,"2,40 GHz Up To 3.00 GHz",8 Go,LED HD,256 Go SSD,Graphique Intégrée,"Ecran 14.0"" LED HD (1366 x 768 px) - Processeur: Intel Core i5-6300U 6ème Génération, (2,40 GHz Up To 3.00 GHz, 3 Mo de mémoire cache, Dual-Core) - Syséme d'exploitation: Linux (Ubuntu) - Mémoire RAM: 8 Go - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD 520 avec USB 3.0, HDMI, RJ45 et Lecteur de Cartes - Garantie: 3 ans",https://www.mytek.tn/pc-portable/18617-pc-portable-dell-latitude-7480-i5-6e-gen-8go-256go-7480-cto.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/0/4/6/2/60462-product_category.jpg
168,Pc Portable LENOVO ThinkPad X270 i5 7é Gén 8Go 256Go SSD,"2 945,000 DT",Intel Core i5,"2.5 GHz, up to 3.1 GHz Turbo",8 Go,HD,256 Go SSD,Graphique Intégrée,"Ecran: 12.5"" anti-reflets - Résolution HD (1366 x 768) - Processeur: Intel Core i5-7200U 7éme Génération (2.5 GHz, up to 3.1 GHz Turbo - 3 Mo de mémoire cache, Dual-Core) - systéme d'exploitation: Free Dos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256 Go SSD - Carte graphique: Intel HD Graphics avec Wifi, Bluetooth - Lecteur d'empreinte digitale - Garantie:...",https://www.mytek.tn/pc-portable/15510-pc-portable-lenovo-thinkpad-x270-i5-7e-gen-8go-256go-ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/3/6/5/5/53655-product_category.jpg
169,PC Portable HP EliteBook 850 G2 i5 5è Gén 8Go 256Go - J8R95EA,"2 949,000 DT",Intel Core i5,"2,3 GHz, jusqu'à 2.9 GHz",8 Go,LED HD,256 Go,Graphique Intégrée,"Ecran: 15.6"" LED antireflet HD (1 366 x 768 Pixels) - Processeur: Intel Core™ i5-5300U (2,3 GHz, jusqu'à 2.9 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 7 Professionnel 64 bits / Windows 8.1 Pro - Mémoire RAM: 8 Go DDR3 - Disque Dur: 256 Go HDD - Carte Graphique: Intel HD Graphics 5500 avec 4 ports USB 3.0 1, 1 DisplayPort™1.2 -...",https://www.mytek.tn/pc-portable/14801-pc-portable-hp-elitebook-850-g2-i5-5e-gen-8go-256go-j8r95ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/8/6/52086-product_category.jpg
170,Pc Portable DELL Inspiron 7577 i7 16Go 1To + 128SSD Noir,"2 999,000 DT",Intel Core i7,"2.80 GHz, Up To 3.80 GHz",16 Go,LED FULL HD,1 To,Nvidia GeForce,"Ecran: 15.6'' IPS FHD (1920 x 1080 px), Processeur: Intel Core I7-7700HQ 7è gén (Quad-Core, 2.8 GHz jusqu‘à 3.8 GHz, 6Mo de mémoire cache), Systéme d'exploitation: Linux - Mémoire RAM: 16Go DDR4 2400 MHz, Disque Dur: 1 To HDD + 128Go SSD, Carte Graphique: Nvidia GeForce GTX 1050 Ti ( 4 Go de mémoire GDDR5) avec USB 3.1 Gén. 1 , USB 3.1 Type-C , HDMI,...",https://www.mytek.tn/pc-portable/14785-pc-portable-dell-inspiron-7577-i7-16go-1to-128ssd-4go-dediee.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/5/8/52058-product_category.jpg
171,Pc Portable MSI GF638RC-238XFR i7 8é Gén 8Go 1To,"3 149,000 DT",Intel Core i7,2.2 GHz up to 4.1 GHz Turbo,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD (1920 x 1080 pixels) - Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.1 GHz Turbo - 9 Mo de mémoire cache, Octa-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1To - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Garantie: 2 ans...",https://www.mytek.tn/pc-gamer-/20383-pc-portable-msi-gf638rc-238xfr-i7-8e-gen-8go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/0/2/9/64029-product_category.jpg
172,Pc Portable Gamer DELL i7 8è Gén 8Go 1To + 128SSD - Noir (3579G3I7),"3 209,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,8 Go,HD,1 To,Nvidia GeForce,"Ecran 15.6"" HD - Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque dur: 1 To HDD + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050Ti avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth - Couleur: Noir - Garantie: 1 an...",https://www.mytek.tn/pc-gamer-/20675-pc-portable-gamer-dell-i7-8e-gen-8go-1to-128ssd-noir-3579g3i7.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/6/0/3/64603-product_category.jpg
173,Pc Portable MSI PE727RD-1230FR i7 7é Gén 8Go 1To+128Go SSD,"3 229,000 DT",Intel Core i7,2.8 GHz up to 3.8 GHz Turbo,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 17.3"" FULL HD (1920 x 1080 pixels) - Processeur: Intel Core i7-7700HQ 7ème Génération (2.8 GHz up to 3.8 GHz Turbo, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Windows 10 - Mémoire RAM: 8 Go DDR4 - Disque dur: 1To + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050 avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi et Bluetooth -...",https://www.mytek.tn/pc-gamer-/20541-pc-portable-msi-pe727rd-1230fr-i7-7e-gen-8go-1to128go-ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/3/4/5/64345-product_category.jpg
174,Pc Portable DELL Latitude E7280 i7 6è Gén 4Go 256 SSD,"3 299,000 DT",Intel Core i7,2.60 GHz Up to 3.40 GHz,4 Go,FULL HD,256 Go SSD,Graphique Intégrée,"Ecran 12.5"" FULL HD ( 1920 x 1080 ) - Processeur: Intel® Core i7-6600 6ème Génération (2.60 GHz Up to 3.40 GHz, 4Mo de Mémoire Cache, Dual-Core) - Systéme d'exploitation: Linux(Ubuntu) - Mémoire RAM: 4Go DDR4 - Disque Dur: 256 Go SSD M.2 - Carte Graphique: Intel® HD 620 - avec Ethernet, USB 3.0, HDMI et VGA - Garantie: 1 anRetrait en Magasin ou...",https://www.mytek.tn/pc-portable/15322-pc-portable-dell-latitude-e7280-i7-6e-gen-4go-256-ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/3/2/6/6/53266-product_category.jpg
175,PC Portable HP EliteBook 820 G4 i7 7è Gén 8Go 256Go Win10 - Z2V75EA,"3 304,000 DT",Intel Core i7,"2.30 GHz, up to 2.80 GHz",8 Go,LED HD,256 Go SSD,Graphique Intégrée,"Ecran: 12.5"" HD anti-reflets (1366 x 768 Pixels) - Processeur: Intel Core™ i7-7500U (2,5 GHz, jusqu'à 3,1 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256 Go HDD - Carte Graphique: Intel HD Graphics 620 avec USB 3.1 1e gén, DisplayPort, VGA et Lecteur de Cartes - Autonomie de...",https://www.mytek.tn/pc-portable/14754-pc-portable-hp-elitebook-820-g4-i7-7e-gen-8go-256go-win10-z2v95ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/0/6/52006-product_category.jpg
176,Pc Portable LENOVO ThinkPad X260 i7 6é Gén 8Go 1To (20F6001VFE),"3 379,000 DT",Intel Core i7,"2.8 GHz, up to 3.4 GHz",8 Go,HD,1 To,Graphique Intégrée,"Ecran: 12.5"" HD - Résolution (1366 x 768) - Processeur: Intel Core i7-6600U 6éme Génération (2.8 GHz, up to 3.4 GHz, 4 Mo de mémoire cache, Dual-Core) - systéme d'exploitation: Windows 10 Pro - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1To - Carte graphique: Intel HD Graphics 520 avec Wifi, Bluetooth - Garantie: 3 ans Retrait en Magasin ou Livraison Gratuite...",https://www.mytek.tn/pc-portable/20592-pc-portable-lenovo-thinkpad-x260-i7-6e-gen-8go-1to-20f6001vfe.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/4/7/6/64476-product_category.jpg
177,PC Portable HP EliteBook Revolve 810 G3 i5 5è Gén 4Go 128Go(M3N96EA),"3 379,000 DT",Intel Core i5,"2,2 GHz jusqu'à 2,7 GHz",4 Go,LED HD,128 Go SSD,Graphique Intégrée,"Ecran: 11.6"" Tactile HD LED (1366 x 768 Pixels) - Processeur: Intel Core™ i5-5200U (2,20 GHz, jusqu'à 2,70 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 4 Go DDR3 - Disque Dur: 128 Go SSD - Carte Graphique: Carte graphique Intel® HD 5500 avec wifi, Bluetooth 4.2 - Poids: 1.28 Kg - Garantie: 3 ans",https://www.mytek.tn/pc-portable/14861-pc-portable-hp-elitebook-revolve-810-g3-i5-5e-gen-4go-128gom3n96ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/2/2/5/52225-product_category.jpg
178,PC Portable DELL Latitude E7480 i7 7è Gén 8Go 256SSD (N022L748014),"3 399,000 DT",Intel Core i7,"2,80 GHz Up To 3.90 GHz",8 Go,FULL HD,256 Go SSD,Graphique Intégrée,"Ecran 14.0"" FULL HD (1920 x 1080 px) - Processeur: Intel Core i7-7600U 7ème Génération, (2,80 GHz Up To 3.90 GHz, 4 Mo de mémoire cache, Dual-Core) - Syséme d'exploitation: Ubuntu - Mémoire RAM: 8 Go - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD 620 - avec USB 3.0, HDMI, Lecteur de Cartes WiFi et Bluetooth - Garantie 3 ans Retrait en Magasin ou...",https://www.mytek.tn/pc-portable/16849-pc-portable-dell-latitude-e7480-i7-7e-gen-8go-256ssd-n022l748014.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/6/1/1/5/56115-product_category.jpg
179,PC Portable HP EliteBook 840 i7 7è Gén 8Go 256Go Win10 - Z2V60EA,"3 455,000 DT",Intel Core i7,"2.70 GHz, up to 3.50 GHz",8 Go,LED FULL HD,256 Go SSD,Graphique Intégrée,"Ecran: 14"" HD anti-reflets (1920 x 1080 Pixels) - Processeur: Intel Core™ i7-7500U (2,7 GHz, jusqu'à 3,5 GHz, 4 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 8 Go DDR4 - Disque Dur: 256 Go HDD - Carte Graphique: Intel HD Graphics 620 avec 2 USB 3.1, 1 USB Type-C, 1 HDMI, 1 VGA, 1 RJ-45 - Autonomie de...",https://www.mytek.tn/pc-portable/14766-pc-portable-hp-elitebook-840-i7-7e-gen-8go-256go-win10-z2v60ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/2/1/52021-product_category.jpg
180,Station de Travail DELL PRECISION 3520 i5 7è Gén 256 SSD - (210-AKEK),"3 499,000 DT",Intel Core i5,2.80 GHz Up To 3.80 GHz,8 Go,LED FULL HD,256 Go SSD,Nvidia GeForce,"Ecran: 15.6'' IPS FHD (1920 x 1080 px), Processeur: Intel Core I5-7440HQ 7è gén (2.8 GHz jusqu‘à 3.8 GHz, 6Mo de mémoire cache, Quad-Core), Systéme d'exploitation: Windows 10 Pro - Mémoire RAM: 8Go DDR4 2400 MHz, Disque Dur: 256 Go SSDTo - Carte Graphique: NVIDIA Quadro M620 (2 Go de mémoire GDDR5) avec USB-C , USB 3.0 , HDMI, VGA et lecteur de cartes -...",https://www.mytek.tn/station-de-travail/16063-station-de-travail-dell-precision-3520-i5-7e-gen-256-ssd-210-akek.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/4/6/1/5/54615-product_category.jpg
181,"PC Portable HP EliteBook Folio 1040 G3 i5 6è Gén 8Go 256Go ","3 545,000 DT",Intel Core i5,"2,3 GHz jusqu'à 2,8 GHz",8 Go,LED FULL HD,256 Go,Graphique Intégrée,"Ecran: 14"" Ultra-plat FHD, rétroéclairage LED (1920 x 1080 Pixels) - Processeur: Intel Core™ i5-6200U (2,3 GHz, jusqu'à 2.8 GHz, 3 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 8 Go DDR3 - Disque Dur: 256 Go HDD - Carte Graphique: Carte graphique Intel® HD 520 avec 2 ports USB 3.0 pour le chargement, 1 port...",https://www.mytek.tn/pc-portable/14812-pc-portable-hp-elitebook-1040-g3-i5-6e-gen-8go-256go-y8q95ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/1/0/9/52109-product_category.jpg
182,Pc Portable Gamer DELL G5 5587 i7 8è Gén 16Go 1To + 128SSD Noir (210-AOVTG),"3 545,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" Full HD IPS rétroéclairé (1920*1080 px)- Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: Ubuntu Linux - Mémoire RAM: 16 Go DDR4 - Disque dur: 1To, 5400rpm + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050Ti avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi...",https://www.mytek.tn/pc-gamer-tunisie/20682-pc-portable-gamer-dell-i7-8e-gen-16go-1to-128ssd-noir-210-aovtg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/3/2/7/65327-product_category.jpg
183,Pc Portable Gamer DELL G5 5587 i7 8è Gén 16Go 1To + 128SSD Rouge (210-AOVTG),"3 545,000 DT",Intel Core i7,2.2 GHz up to 4.10 GHz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15.6"" Full HD IPS rétroéclairé (1920*1080 px)- Processeur: Intel Core i7-8750H 8ème Génération (2.2 GHz up to 4.10 GHz, 9 Mo de mémoire cache, Hexa-Core) - Systéme d'exploitation: Ubuntu Linux - Mémoire RAM: 16 Go DDR4 - Disque dur: 1To, 5400rpm + 128Go SSD - Carte graphique NVIDIA GeForce GTX 1050Ti avec (4 Go de mémoire dédiée GDDR5) avec Wi-Fi...",https://www.mytek.tn/pc-gamer-tunisie/20678-pc-portable-gamer-dell-i7-8e-gen-16go-1to-128ssd-rouge-210-aovtg.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/3/3/1/65331-product_category.jpg
184,Pc Portable MSI GE727RE Apache Pro 7é Gén 8Go 1To +256SSD,"3 599,000 DT",Intel Core i7,2.8 GHz up to 3.8 GHz,8 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 17.3"" Full HD (1920 x 1080), Processeur: Intel® Core™ i7-700HQ(2.8 GHz up to 3.8 GHz, 6Mo de mémoire Cache), Systéme d'exploitation: Windows 10, Mémoire RAM: 8Go DDR4 , Disque Dur: 1 To + 256 Go SSD, Carte Graphique :GeForce® GTX 1050 T (4 Go GDDR5X de mémoire dédiée ) avec Wi-Fi et Bluetooth - Garantie: 2 ans Retrait en Magasin ou Livraison...",https://www.mytek.tn/pc-portable/13343-pc-portable-msi-ge727re-apache-pro-7e-gen-8go-1to-256ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/4/9/5/8/0/49580-product_category.jpg
185,PC Portable HP ENVY ah0000nk i5 8è Gén 8Go 256Go SSD Argent (4CK79EA),"3 629,000 DT",Intel Core i5,"1,6 GHz, up to 3,4 GHz",8 Go,IPS Full HD,256 Go SSD,Graphique Intégrée,"Ecran 13.3"" IPS FULL HD (1920 x 1080) - Processeur: Intel Core i5-8250U 8éme Génération (1,6 GHz, up to 3,4 GHz, 6 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Windows 10 Famille 64 - Mémoire RAM: 8Go SDRAM LPDDR3 - Disque Dur: 256 Go SSD - Carte Graphique: Intel® UHD 620 avec WiFi, Bluetooth, USB 3.1 Type-C, DisplayPort, lecteur de carte...",https://www.mytek.tn/pc-portable/20483-pc-portable-hp-envy-ah0000nk-i5-8e-gen-8go-256go-ssd-argent-4ck79ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/4/2/4/0/64240-product_category.jpg
186,PC Portable HP ENVY x360 13-ah0001nk i7 8è Gén 8Go 256SSD (4CK69EA),"3 649,000 DT",Intel Core i7,"1,8 GHz, up to 4,0 GHz",8 Go,FULL HD IPS,256 Go SSD,Nvidia GeForce,"Ecran 13.3"" FULL HD IPS (1920 x 1080) - Processeur: Intel® Core™ i7-8550U, 8éme Génération( 1,8 GHz, up to 4,0 GHz, 8 Mo de mémoire cache, Quad- Core) - Systéme d'exploitation: Windows 10 Famille 64 - MémoireRAM: 8Go SDRAM LPDDR3-2133 - Disque Dur: 256 Go SSD - Carte Graphique: Carte NVIDIA® GeForce® MX150 (2 Go de mémoire GDDR5 dédiée) avec WiFi,...",https://www.mytek.tn/pc-portable/18350-pc-portable-hp-envy-x360-13-ah0001nk-i7-8e-gen-8go-256ssd-4ck69ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/9/9/3/2/59932-product_category.jpg
187,PC Portable HP EliteBook 850 G4 i7 7è Gén 8Go 512Go Win10 - Z2W95EA,"3 655,000 DT",Intel Core i7,"2,7 GHz jusqu'à 3,5 GHz",8 Go,LED FULL HD,512 Go SSD,Graphique Intégrée,"Ecran: 15.6""FULL HD anti-reflets à rétroéclairage LED (1920 x 1080 Pixels) - Processeur: Intel Core™ i7-7500U (2,7 GHz, jusqu'à 3,5 GHz, 4 Mo de mémoire cache, 2 cœurs) - Systéme d'exploitation: Windows 10 PRO 64 Bits - Mémoire RAM: 8 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: Intel HD Graphics 620 avec 2 ports USB 3.1 1e génération, 1 port USB...",https://www.mytek.tn/pc-portable/14799-pc-portable-hp-elitebook-850-g4-i7-7e-gen-8go-512go-win10-z2w95ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/0/8/3/52083-product_category.jpg
188,Pc Portable DELL XPS13 9360 i5 8è Gen 8Go 256Go SSD (XPS9360I5),"3 739,000 DT",Intel Core i5,"1,60 GHz jusqu'à 3,40 GHz",8 Go,LED FULL HD,256 Go SSD,Graphique Intégrée,"Ecran 13.3"" LED Full HD Tactile - Processeur: Intel® Core ™ i5-8250U 8ème génération (1,60 GHz jusqu'à 3,40 GHz, 6Mo de mémoire Cache, Quad-Core) - Systéme d'exploitation: Windows 10 Professionnel - Mémoire RAM: 8Go LPDDR3 - Disque Dur: 256Go SSD - Carte graphique: Intel HD Graphics, avec WiFi, Bluetooth, Webcam avec Micro - Garantie: 1 an Retrait en...",https://www.mytek.tn/ultrabook/18325-pc-portable-dell-xps13-i5-8e-gen-8go-256go-ssd-xps9360i5.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/9/8/8/2/59882-product_category.jpg
189,Pc Portable HP Spectre x360 -13-AE000NF i5 8è Gén 8Go 256Go (2PF58EA),"3 799,000 DT",Intel Core i5,"1,6 GHz, jusqu'à 3,4 GHz",8 Go,FULL HD IPS 4K,256 Go SSD,Graphique Intégrée,"Ecran 13.3"" FULL HD IPS 4K Tactile (1920 x 1080) - Processeur Intel® Core™ i5-8250U, 8éme Génération (1.6 GHz, up to 3.4 GHz, 6 Mo de mémoire cache, 4 cœurs) - Systéme d'exploitation: Windows 10 Famille 64 - Mémoire RAM: 8 Go SDRAM LPDDR3-2133 - Disque Dur: 256 Go SSD - Carte Graphique: Intel® UHD 620 avec WiFi, Ethernet, Bluetooth - Garantie: 1 an...",https://www.mytek.tn/pc-portable/15285-pc-portable-hp-spectre-x360-13-ae000nf-i5-8e-gen-8go-256go-2pn46ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/2/8/5/65285-product_category.jpg
190,PC Portable HP EliteBook 840 G5 i7 8è Gén 8Go 256Go SSD (3UP11EA),"3 859,000 DT",Intel Core i7,"1,8 GHz Up To 4,0 GHz",8 Go,FULL HD,256 Go SSD,Graphique Intégrée,"Ecran 14.0"" IPS Full HD (1920 x 1080) - Processeur: Intel Core i7-8550U 8éme Génération ( 1,8 GHz, up to 4,0 GHz, 8 Mo de mémoire cache, 4 cœurs) - Systéme d'exploitation: Windows 10 Professionnel (64 bits) - Mémoire RAM: 8 Go SDRAM DDR4, 2400 MHz - Disque Dur: 256 Go SSD - Carte Graphique: Intel HD Graphics avec USB Type-C, USB 3.1 1è gén, HDMI, WiFi,...",https://www.mytek.tn/pc-portable/17229-pc-portable-hp-elitebook-840-g5-i7-8e-gen-8go-256go-ssd-3up11ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/7/5/2/3/57523-product_category.jpg
191,Pc Portable ASUS TUF Gaming FX505GE i7 8é Gén 16Go 1To,"3 899,000 DT",Intel Core i7,2.2 Ghz up to 4.1 Ghz,16 Go,FULL HD,1 To,Nvidia GeForce,"Ecran 15,6"" Full HD (1920 x1080 px) - Processeur: Intel® Core™ i7-8750HQ 8éme Génération, (2.2 Ghz up to 4.1 Ghz, 9 Mo de mémoire cache, Six-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16Go DDR4 - Disque Dur: 1 To - Carte Graphique: NVIDIA® GeForce® GTX 1050Ti (4Go GDDR5 de mémoire dédiée ) avec WiFi, Ethernet, Bluetooth - Clavier rétroéclairé...",https://www.mytek.tn/pc-gamer-/20925-pc-portable-asus-tuf-gaming-fx505ge-i7-8e-gen-16go-1to.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/1/1/5/65115-product_category.jpg
192,Pc Portable ASUS ZENBOOK i7 8è Gén 16Go 1To - Royal Blue,"3 929,000 DT",Intel Core i7,"1,80 GHz, up to 4.00 GHz",16 Go,FULL HD,512 Go SSD,Graphique Intégrée,"Ecran 13.3"" FULL HD Tactile (1920 x 1080) - Processeur: Intel® Core™ i7-8550U, 8ème génération (1,80 GHz, up to 4.00 GHz, 8 Mo de mémoire cache, Quad-Core) - Systéme d'exploitation: Windows 10 - Mémoire RAM: 16 Go DDR3 - Disque Dur: 512 SSD - Carte Graphique: Intel® HD Graphics, avec, Ethernet, Wifi, Bluetooth - Couleur: Bleu Royal - Garantie: 2 ans...",https://www.mytek.tn/pc-portable/15176-pc-portable-asus-zenbook-i7-8e-gen-16go-1to-royal-blue.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/2/9/3/6/52936-product_category.jpg
193,PC Portable HP ENVY x360 15-cn0002nk i7 8è Gén 12Go 1To (4DE91EA),"3 969,000 DT",Intel Core i7,"1,8 GHz, up to 4,0 GHz",12 Go,FULL HD IPS,1 To,Nvidia GeForce,"Ecran 15.6"" FULL HD IPS Tactile (1920 x 1080) - Processeur: Intel® Core™ i7-8550U, 8éme Génération( 1,8 GHz, up to 4,0 GHz, 8 Mo de mémoire cache, Quad- Core) - Systéme d'exploitation: Windows 10 Famille 64 - MémoireRAM: 12 Go SDRAM DDR4-2400 - Disque Dur: 1To SATA + 128 Go SSD - Carte Graphique: Carte NVIDIA® GeForce® MX150 (4 Go de mémoire GDDR5 dédiée)...",https://www.mytek.tn/ultrabook/18348-pc-portable-hp-envy-x360-15-cn0002nk-i7-8e-gen-12go-1to-4de91ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/9/9/3/1/59931-product_category.jpg
194,Pc Portable LENOVO ThinkPad T580 i5 8é Gén 8Go 1To (20L9001XFE),"3 979,000 DT",Intel Core i5,1.6 GHz up to 3.4 GHz,8 Go,FULL HD,1 To,Graphique Intégrée,"Ecran 15.6"" IPS FULL HD Tactile (1920 x 1080) - Processeur: Intel Core i5-8250U 8éme Génération (1.6 GHz up to 3.4 GHz, 6 Mo de mémoire cache, Quad-Core) -Systéme d'exploitation: Windows 10 Professionnel - Mémoire RAM: 8 Go DDR4 - Disque Dur: 1 To 5 400 trs/min - Carte graphique: Intel® HD Graphics avec Wifi, Bluetooth - Couleur: Noir - Garantie: 3 ans...",https://www.mytek.tn/pc-portable/21123-pc-portable-lenovo-thinkpad-t580-i5-8e-gen-8go-1to-20l9001xfe.html,https://d2j7t5u190oygv.cloudfront.net/img/p/6/5/5/3/4/65534-product_category.jpg
195,Pc Portable HP Spectre x360 -13-AF000NK i5 8è Gén 8Go 256Go (2PN46EA),"3 999,000 DT",Intel Core i5,"1,6 GHz, jusqu'à 3,4 GHz",8 Go,HD,256 Go SSD,Graphique Intégrée,"Ecran 13.3"" HD Tactile (1920 x 1080) - Processeur Intel® Core™ i5-8250U, 8éme Génération (1.6 GHz, up to 3.4 GHz, 6 Mo de mémoire cache, 4 cœurs) - Systéme d'exploitation: Windows 10 Famille 64 - Mémoire RAM: 8 Go SDRAM LPDDR3-2133 - Disque Dur: 256 Go SSD - Carte Graphique: Intel® UHD 620 avec WiFi, Ethernet, Bluetooth - Garantie: 1 an Retrait en...",https://www.mytek.tn/pc-portable/15283-pc-portable-hp-spectre-x360-13-af000nk-i5-8e-gen-8go-256go-2pn46ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/5/3/1/5/9/53159-product_category.jpg
196,Pc Portable HP Spectre 13-v101nk I7 7é Gén 8Go 512Go (Z9F87EA),"4 005,000 DT",Intel Core i7,"2,7GHz, up to 3,5 GHz",8 Go,FULL HD IPS,512 Go SSD,Graphique Intégrée,"Ecran 13,3"" FHD IPS, Procéceur: Intel® Core i7-7500U (2,7GHz, up to 3,5 GHz, 4Mo de mémoire cache), systéme d'exploitation: Windows 10 Famille 64 bits, Mémoire RAM: 8 Go SDRAM LPDDR3, Disque Dur: 512 Go SSD PCIe® NVMe™ M.2, Carte graphique: Intel HD Graphics 620 avec Wifi - Bluetooth -Garantie: 1 an Retrait en Magasin ou Livraison Gratuite pour Cet...",https://www.mytek.tn/pc-portable/10585-pc-portable-hp-spectre-13-v101nk-i7-7e-gen-8go-512go-z9f87ea.html,https://d2j7t5u190oygv.cloudfront.net/img/p/4/4/9/1/5/44915-product_category.jpg
197,Pc Portable HP ENVY -13-AD003NK i7 7e Gén 8Go 256Go SSD,"4 069,000 DT",Intel Core i7,"2,7 GHz, up to 3,5 GHz",8 Go,IPS Full HD,256 Go SSD,Nvidia GeForce,"Écran 13,3"" IPS Full HD (1920 x 1080)- Processeur: Intel® Core™ i7 7500U 7e génération (2,7 GHz, up to 3,5 GHz, 4 Mo de mémoire cache, 2 cœurs) - Système d'exploitation: Windows 10 Famille 64- Mémoire: 8 Go SDRAM LPDDR3 - Disque Dur: 256Go SSD - Carte Graphique: NVIDIA® GeForce® MX150 (2 Go de mémoire GDDR5 dédiée) avec wifi, Bluetooth, Garantie: 1 an...",https://www.mytek.tn/pc-portable/13119-pc-portable-hp-envy-13-ad003nk-i7-7e-gen-8go-256go-ssd.html,https://d2j7t5u190oygv.cloudfront.net/img/p/4/9/1/9/1/49191-product_category.jpg
